inventory_id,part_num,color_id,quantity,is_spare
240,3795,7,3,f
240,3821,4,1,f
240,3821,1,1,f
240,3822,4,1,f
240,3822,1,1,f
240,3823,41,2,f
240,3829c01,4,2,f
240,3938,4,2,f
240,3957a,15,1,f
240,4070,0,2,f
240,4081b,7,2,f
240,4175,4,1,f
240,4211,15,1,f
240,4213,0,1,f
240,4213,1,1,f
240,4214,0,1,f
240,4214,1,1,f
240,4275b,4,1,f
240,4276b,4,1,f
240,4349,7,4,f
240,4485,4,1,f
240,4531,4,1,f
240,4599a,7,2,f
240,4600,7,2,f
240,4859,1,1,f
240,6014a,15,12,f
240,6015,0,12,f
240,6141,0,8,f
240,6141,46,10,f
240,6157,0,4,f
240,970c00,15,1,f
240,970c00,1,1,f
240,970c00,4,1,f
240,973pb0101c01,15,1,f
240,973pr1156c01,1,1,f
240,973px36c01,4,1,f
241,3001,2,1,f
241,3023,15,3,f
241,30414,15,1,f
241,3710,15,1,f
241,3741,2,1,t
241,3741,2,1,f
241,3742,15,1,t
241,3742,15,3,f
241,3899,4,1,f
241,3957a,15,2,f
241,54200,4,2,f
241,54200,4,1,t
241,54200,15,2,f
241,54200,15,1,t
242,2926,0,2,f
242,30000,71,4,f
242,30157,71,4,f
242,30391,0,6,f
242,30648,0,8,f
242,3483,0,4,f
242,3641,0,8,f
242,4488,71,4,f
242,4600,0,4,f
242,4624,71,8,f
242,55981,71,8,f
242,55981,14,6,f
242,56902,71,4,f
242,6014b,14,8,f
242,6014b,15,4,f
242,6015,0,12,f
242,6157,15,4,f
242,6232,15,4,f
242,6249,71,4,f
243,10056pr0001,308,1,f
243,10065,70,1,f
243,11610,0,2,f
243,15535,72,4,f
243,15571,71,2,f
243,15712,71,2,f
243,18674,70,1,f
243,18868a,41,1,f
243,19981pr0038,41,1,f
243,2540,71,2,f
243,2780,0,1,f
243,2780,0,1,t
243,3020,0,1,f
243,3022,72,1,f
243,30374,70,1,f
243,3049c,71,1,f
243,3626cpr1772,78,1,f
243,3701,70,2,f
243,3749,19,4,f
243,3941,41,1,f
243,4032a,72,4,f
243,41879a,308,1,f
243,43722,71,1,f
243,43723,71,1,f
243,44728,72,2,f
243,53454,148,1,t
243,53454,148,3,f
243,60470a,0,2,f
243,6141,71,1,f
243,6141,71,1,t
243,64647,182,2,f
243,64647,182,1,t
243,87087,71,2,f
243,87994,0,2,f
243,87994,0,1,t
243,973pr2079c01,320,1,f
243,99780,0,4,f
245,2357,71,8,f
245,2412b,70,24,f
245,2412b,71,20,f
245,2412b,0,23,f
245,2413,71,2,f
245,2431,71,10,f
245,2432,71,9,f
245,2444,71,10,f
245,2445,0,1,f
245,2449,71,2,f
245,2454a,72,5,f
245,2460,72,1,f
245,2654,72,7,f
245,2736,71,1,f
245,2780,0,24,f
245,2780,0,2,t
245,2817,0,1,f
245,2877,72,48,f
245,2921,0,14,f
245,298c02,4,1,t
245,298c02,4,2,f
245,3001,72,10,f
245,3001,70,6,f
245,3002,0,6,f
245,3002,70,6,f
245,3003,0,8,f
245,3003,70,6,f
245,3004,0,11,f
245,3004,70,11,f
245,3008,70,18,f
245,3009,70,15,f
245,3010,70,8,f
245,3010,72,6,f
245,3010,0,16,f
245,30145,71,4,f
245,30162,72,2,f
245,3020,72,5,f
245,3021,72,18,f
245,3022,0,8,f
245,3023,0,23,f
245,3023,70,5,f
245,3023,19,7,f
245,3024,0,8,f
245,3029,0,1,f
245,3030,70,3,f
245,3031,0,3,f
245,3033,70,8,f
245,3034,0,7,f
245,3035,72,5,f
245,30357,70,4,f
245,3036,70,1,f
245,30363,70,13,f
245,30367b,134,1,f
245,3037,70,20,f
245,30374,0,4,f
245,30375,1,2,f
245,30375,320,2,f
245,30375,19,16,f
245,30376,19,20,f
245,30377,71,2,f
245,30377,71,1,t
245,30377,19,2,t
245,30377,19,20,f
245,30378,19,20,f
245,30384,70,2,f
245,3039,70,16,f
245,3039,71,2,f
245,3040b,71,4,f
245,3040b,70,8,f
245,3040b,0,4,f
245,3045,72,8,f
245,30602,134,2,f
245,3062b,19,40,f
245,3068b,70,15,f
245,3069bpr0090,72,4,f
245,3070b,71,1,t
245,3070b,71,2,f
245,3176,0,2,f
245,32000,71,21,f
245,32013,0,6,f
245,32018,72,15,f
245,32028,0,4,f
245,32039,71,1,f
245,32054,4,2,f
245,32059,0,1,f
245,32192,72,3,f
245,32270,0,2,f
245,32324,0,2,f
245,32532,71,3,f
245,32556,71,6,f
245,3298,70,12,f
245,3456,0,4,f
245,3622,0,10,f
245,3622,19,14,f
245,3623,19,4,f
245,3647,71,1,t
245,3647,71,1,f
245,3660,70,14,f
245,3665,72,10,f
245,3665,71,4,f
245,3678b,70,4,f
245,3684b,70,34,f
245,3685,70,12,f
245,3700,19,5,f
245,3702,71,3,f
245,3710,71,15,f
245,3713,71,1,t
245,3713,71,1,f
245,3743,71,7,f
245,3747a,70,17,f
245,3794a,71,4,f
245,3795,72,5,f
245,3832,70,1,f
245,3832,71,3,f
245,3839b,71,1,f
245,3937,71,4,f
245,3938,15,1,f
245,3958,0,2,f
245,3960,72,1,f
245,4032a,72,5,f
245,4070,71,10,f
245,4070,72,26,f
245,4081b,71,6,f
245,4162,71,20,f
245,41677,0,3,f
245,41751,70,2,f
245,41769,0,1,f
245,41770,0,1,f
245,42022,70,4,f
245,4274,71,1,t
245,4274,71,3,f
245,43093,1,10,f
245,43857,0,2,f
245,43857,71,1,f
245,43898,72,1,f
245,44126,0,2,f
245,44294,71,3,f
245,44300,71,4,f
245,44302a,72,4,f
245,44358,70,2,f
245,44359,70,4,f
245,44568,15,1,f
245,44570,71,1,f
245,4460a,72,12,f
245,4460a,70,4,f
245,44728,15,2,f
245,4477,70,2,f
245,4519,71,2,f
245,4589,182,1,f
245,4598,19,1,f
245,4697b,71,1,t
245,4697b,71,1,f
245,47456,70,1,f
245,48336,71,3,f
245,48729a,72,1,t
245,48729a,72,2,f
245,50950,72,2,f
245,50990a,70,2,f
245,52107,0,4,f
245,53451,135,3,f
245,53451,135,1,t
245,53989,148,2,f
245,53989,134,2,f
245,54200,70,2,t
245,54200,70,18,f
245,54200,182,16,f
245,56902,71,6,f
245,57585,71,1,f
245,57899,0,2,f
245,58247,0,4,t
245,58247,0,16,f
245,59230,19,2,t
245,59230,19,20,f
245,6019,15,3,f
245,6081,72,4,f
245,60849,71,4,f
245,6111,0,4,f
245,6112,71,2,f
245,6134,0,3,f
245,6141,72,70,f
245,6141,72,3,t
245,6178,70,2,f
245,6180,70,7,f
245,6215,0,6,f
245,6538b,72,1,f
245,6541,15,3,f
245,6558,0,12,f
245,6564,0,1,f
245,6565,0,1,f
245,6629,72,2,f
245,6636,72,21,f
246,2340,15,2,f
246,2357,73,2,f
246,2412b,73,4,f
246,2431,0,2,f
246,2450,15,2,f
246,2456,15,2,f
246,2458,7,2,f
246,2460,7,1,f
246,2479,0,1,f
246,2496,0,4,f
246,2540,4,4,f
246,2655,7,4,f
246,3001,15,2,f
246,3001,1,1,f
246,3003,15,4,f
246,3004,15,2,f
246,3008,15,2,f
246,3020,1,7,f
246,3020,7,2,f
246,3021,15,6,f
246,3022,15,6,f
246,3022,7,1,f
246,3023,7,8,f
246,3024,7,2,f
246,3034,15,2,f
246,3039,15,2,f
246,3039,73,1,f
246,3039,40,1,f
246,3040b,33,2,f
246,3040b,1,3,f
246,30414,15,2,f
246,3062b,1,4,f
246,3068b,73,4,f
246,3070b,46,1,t
246,3070b,46,2,f
246,3298,15,2,f
246,3298,1,1,f
246,3460,1,3,f
246,3475b,0,2,f
246,3623,15,4,f
246,3660,7,3,f
246,3665,73,2,f
246,3666,1,2,f
246,3673,7,2,f
246,3710,7,2,f
246,3710,1,5,f
246,3747a,15,1,f
246,3747a,7,2,f
246,3794a,15,4,f
246,3795,1,1,f
246,3795,15,2,f
246,3933,15,1,f
246,3934,15,1,f
246,3937,15,2,f
246,4070,15,2,f
246,4081b,7,4,f
246,4162,0,2,f
246,41769,1,4,f
246,41769,15,1,f
246,41770,1,4,f
246,41770,15,1,f
246,42022,1,2,f
246,4286,73,6,f
246,4287,7,4,f
246,43710,15,1,f
246,43710,1,1,f
246,43711,15,1,f
246,43711,1,1,f
246,43720,15,1,f
246,43721,15,1,f
246,44661,15,1,f
246,4589,34,2,f
246,4617b,0,2,f
246,4855,7,3,f
246,6070,143,1,f
246,6134,0,2,f
246,6141,4,4,f
246,6141,36,1,t
246,6141,36,2,f
246,6141,4,1,t
246,6541,7,2,f
246,6564,15,2,f
246,6565,15,2,f
248,2412b,71,2,f
248,2419,72,1,f
248,2431,288,1,f
248,3002,72,1,f
248,3003,71,1,f
248,30162,72,2,f
248,30165,72,2,f
248,3020,71,3,f
248,3022,15,1,f
248,3023,0,1,f
248,30357,72,2,f
248,30357,19,2,f
248,30383,72,2,f
248,3040b,320,6,f
248,30553,71,2,f
248,30602,0,2,f
248,3069b,71,4,f
248,32123b,71,1,t
248,32123b,71,2,f
248,3660,71,1,f
248,3666,288,2,f
248,3700,70,3,f
248,3713,71,2,f
248,3713,71,1,t
248,3795,72,1,f
248,4032a,71,1,f
248,43710,320,1,f
248,43711,320,1,f
248,44294,71,1,f
248,4600,71,1,f
248,48729b,0,2,f
248,48729b,0,1,t
248,50950,288,2,f
248,54200,71,1,t
248,54200,320,6,f
248,54200,320,1,t
248,54200,71,2,f
248,6091,288,4,f
248,6141,182,5,f
248,6141,182,1,t
248,6192,72,1,f
248,85984,72,1,f
248,87087,0,2,f
250,2039,13,2,f
250,2039,15,1,f
250,22239,89,1,f
250,22670,383,3,f
250,2356,110,1,f
250,2357,15,3,f
250,2566,15,2,f
250,3003,2,1,f
250,3003,5,2,f
250,3004,5,2,f
250,3005,13,7,f
250,30056,18,4,f
250,30077,5,1,f
250,30103,0,1,f
250,30106,47,1,f
250,30134,18,1,f
250,30151a,47,1,f
250,30153,36,1,f
250,30153,33,8,f
250,30153,41,2,f
250,3022,1,1,f
250,30238,7,1,f
250,3028,15,1,f
250,3069bpr0055,15,1,f
250,33008,110,2,f
250,33009,17,1,f
250,33048c01,366,1,f
250,33051,10,1,f
250,33051,2,1,f
250,33051,4,1,f
250,33061,41,3,f
250,3308,5,2,f
250,33172,25,1,f
250,33183,10,1,f
250,33201,0,1,f
250,33203,6,1,f
250,33207p01,15,1,f
250,33213,18,5,f
250,33214pb02,17,1,f
250,33215,114,4,f
250,33216,45,2,f
250,33217,34,2,f
250,33227,5,1,f
250,33230,20,1,f
250,3622,13,2,f
250,3626bpb0004,33,1,f
250,3626bpr0895,15,1,f
250,3710,18,1,f
250,3741,2,3,f
250,3742,5,3,f
250,3742,1,3,f
250,3742,4,3,f
250,3742,1,1,t
250,3742,4,1,t
250,3742,5,1,t
250,3794a,15,6,f
250,3940b,110,1,f
250,3942c,18,8,f
250,3942c,15,1,f
250,3957a,13,2,f
250,4032a,0,1,f
250,4032a,15,1,f
250,4032a,5,1,f
250,4088,15,3,f
250,4151a,17,1,f
250,4202,20,1,f
250,4237,5,1,f
250,4238,5,1,f
250,4341,0,1,f
250,4342,18,1,f
250,4345b,47,1,f
250,4346,47,1,f
250,4495b,5,2,f
250,45,383,1,f
250,4589,15,7,f
250,4589,46,8,f
250,4728,15,1,f
250,4740,15,2,f
250,4743,15,1,f
250,57503,334,1,f
250,57504,334,1,f
250,57505,334,1,f
250,57506,334,1,f
250,6112,15,2,f
250,6112,13,1,f
250,6124,42,1,f
250,6131,0,1,f
250,6141,57,1,t
250,6141,15,1,f
250,6141,15,1,t
250,6141,57,4,f
250,6162,20,3,f
250,6176,13,1,f
250,6179,13,2,f
250,6179,5,2,f
250,6179px3,13,1,f
250,6180,4,1,f
250,6182,15,9,f
250,6191,15,2,f
250,6192,5,2,f
250,6215,5,2,f
250,6254,18,3,f
250,6255,2,2,f
250,6255,10,1,f
250,6256,383,3,f
250,6942,47,1,f
250,6944,13,1,f
250,72515,383,1,f
250,75347,15,3,f
250,belvcloak1,4,1,f
250,belvfair4,-1,1,f
250,belvfem14,-1,1,f
250,belvfem18,-1,1,f
250,belvmale7,-1,1,f
250,belvskirt13,89,1,f
250,belvskirt20,15,1,f
250,x16,17,1,f
250,x682c01,15,1,f
254,2340,4,1,f
254,2412b,7,2,f
254,2419,4,1,f
254,2420,4,4,f
254,2445,0,2,f
254,2450,4,4,f
254,2536,7,1,f
254,2654,0,1,f
254,2711,0,2,f
254,2717,1,1,f
254,2730,4,1,f
254,2780,0,10,f
254,2825,7,4,f
254,2952,0,1,f
254,3021,4,1,f
254,3022,4,1,f
254,3022,0,2,f
254,3023,4,1,f
254,3024,4,1,f
254,3031,4,1,f
254,3069b,14,2,f
254,3069b,4,2,f
254,3460,0,2,f
254,3482,7,2,f
254,3483,0,2,f
254,3623,4,3,f
254,3647,7,4,f
254,3650c,7,3,f
254,3651,7,4,f
254,3665,4,4,f
254,3666,4,1,f
254,3673,7,1,f
254,3700,4,4,f
254,3701,4,5,f
254,3702,4,4,f
254,3703,4,1,f
254,3705,0,3,f
254,3706,0,3,f
254,3707,0,2,f
254,3708,0,2,f
254,3709,4,2,f
254,3710,4,4,f
254,3713,7,7,f
254,3737,0,1,f
254,3749,7,4,f
254,3794a,0,2,f
254,4185,7,2,f
254,4262,4,2,f
254,4265b,7,10,f
254,4274,7,3,f
254,4477,0,2,f
254,4746,0,1,f
254,4871,4,1,f
254,6536,7,2,f
254,6538a,7,1,f
254,6553,7,4,f
254,6558,0,2,f
254,75c11,8,2,f
255,12825,0,1,f
255,3020,4,1,f
255,3710,70,1,f
255,54200,70,4,f
255,54200,70,1,t
255,6182,19,1,f
255,64647,182,1,t
255,64647,182,1,f
255,98283,28,2,f
256,6007,2,1,f
258,3626bpb0437,14,1,f
258,87995,4,1,f
258,87996pr0001,297,1,f
258,88646,0,1,f
258,970d11pr0137,4,1,f
258,973pr1534c01,27,1,f
259,10201,0,1,f
259,11097,179,1,f
259,11113pr0005,85,1,f
259,11127,41,11,f
259,11477,72,2,f
259,11767,72,1,f
259,12825,0,2,f
259,15065pr0001,379,1,f
259,15082,0,4,f
259,2419,320,1,f
259,2654,0,6,f
259,2780,0,2,f
259,3021,0,2,f
259,3023,320,1,f
259,3023,72,3,f
259,3034,0,1,f
259,3062b,41,1,f
259,32062,4,2,f
259,32064b,320,4,f
259,3626cpr1323,379,1,f
259,3705,0,1,f
259,3710,320,2,f
259,3710,72,1,f
259,4032a,70,5,f
259,4497,0,1,f
259,45590,0,2,f
259,50950,0,2,f
259,52031,0,1,f
259,55706,0,2,f
259,59443,72,2,f
259,59900,15,5,f
259,59900,0,1,f
259,60481,320,2,f
259,61252,72,2,f
259,6141,42,5,f
259,64567,0,1,f
259,73983,72,2,f
259,85984,72,1,f
259,93273,320,1,f
259,970c00pr0587,379,1,f
259,973pr2536c01,379,1,f
259,98138,41,1,f
259,98139,148,1,f
262,3032,70,1,f
262,3048c,4,1,f
262,3062b,4,2,f
262,3062b,70,4,f
262,3062b,15,2,f
262,3626bpr0579,14,1,f
262,3666,4,1,f
262,4460b,4,2,f
262,4495b,297,1,f
262,4495b,4,1,f
262,6141,1,1,f
262,6141,4,1,t
262,6141,15,1,f
262,6141,4,1,f
262,6141,15,1,t
262,6141,1,1,t
262,62537pr0003a,15,1,f
262,970d10,15,1,f
262,973pr1629c01,4,1,f
265,3001,71,3,f
265,3002,71,2,f
265,3003,19,1,f
265,30033,15,1,f
265,3005,72,4,f
265,3020,72,2,f
265,3020,19,3,f
265,3021,19,7,f
265,3021,72,6,f
265,3022,19,3,f
265,3022,72,3,f
265,3022,2,1,f
265,3023,19,7,f
265,3023,0,1,f
265,3023,71,11,f
265,3023,72,5,f
265,3024,0,3,f
265,3024,71,2,f
265,3024,19,3,f
265,3035,19,3,f
265,3044b,4,9,f
265,3048c,4,2,f
265,3622,19,1,f
265,3623,72,1,f
265,3623,19,4,f
265,3623,71,1,f
265,3706,0,1,f
265,3794b,71,1,f
265,3941,72,5,f
265,3943b,72,1,f
265,3960,320,1,f
265,4032a,2,2,f
265,4490,72,4,f
265,54200,4,12,f
265,6141,2,4,f
265,85080,72,6,f
267,11211,4,2,f
267,14417,72,2,f
267,14418,71,2,f
267,14769,0,1,f
267,15068,25,1,f
267,15573,0,2,f
267,2420,70,2,f
267,2420,0,2,f
267,2420,72,4,f
267,3001,2,2,f
267,3002,70,1,f
267,3002,0,1,f
267,3004,15,3,f
267,3004,0,2,f
267,3005,70,2,f
267,3020,25,1,f
267,3020,15,1,f
267,3020,70,1,f
267,3020,19,1,f
267,3021,0,5,f
267,3021,19,2,f
267,3022,0,2,f
267,3022,19,1,f
267,3022,70,2,f
267,3023,70,4,f
267,3023,25,4,f
267,3023,4,2,f
267,3023,72,3,f
267,3023,15,2,f
267,3023,19,4,f
267,3023,0,2,f
267,3024,70,2,f
267,3024,25,2,f
267,3024,0,6,f
267,3024,15,2,f
267,3024,297,4,f
267,3037,0,2,f
267,3040b,0,2,f
267,30414,14,2,f
267,3069b,25,2,f
267,3069b,0,2,f
267,3070b,25,2,f
267,3070b,0,2,f
267,33057,484,2,f
267,33291,10,2,f
267,3623,0,6,f
267,3660,70,2,f
267,3660,0,6,f
267,3665,0,2,f
267,3665,19,2,f
267,3700,19,1,f
267,3710,72,1,f
267,4274,71,1,f
267,44375b,0,1,f
267,54200,0,4,f
267,54200,19,4,f
267,54200,15,2,f
267,6091,70,4,f
267,6091,0,4,f
267,61252,19,2,f
267,6141,19,1,f
267,6233,0,1,f
267,63864,0,2,f
267,73983,0,4,f
267,85984,0,3,f
267,87087,19,4,f
267,88930,25,3,f
267,98138,19,1,f
267,98138pr0008,15,2,f
268,30103,0,1,f
268,30105,0,1,f
268,3626bpx74,14,1,f
268,3957a,36,1,f
268,59,383,1,f
268,6027,0,1,f
268,6028,0,1,f
268,6126a,57,1,f
268,6127,0,1,f
268,6128,0,1,f
268,6133,57,2,f
268,75174,0,1,f
268,970x026,8,1,f
268,973px125c01,4,1,f
268,bb190pb01,7,1,f
269,10247,71,1,f
269,10928,72,2,f
269,11215,71,4,f
269,11293,272,1,f
269,11295,72,1,f
269,11297,41,1,f
269,11458,72,2,f
269,11476,71,1,f
269,14210,0,1,f
269,15068,72,4,f
269,15068,0,1,f
269,15573,15,5,f
269,18904,288,1,f
269,18905pr0001,288,1,f
269,18906,288,1,f
269,2412b,72,5,f
269,2417,288,1,f
269,2432,72,3,f
269,2445,71,6,f
269,2446,15,1,f
269,2447,40,1,f
269,2447,40,1,t
269,2456,0,4,f
269,2654,46,1,f
269,2654,0,7,f
269,298c02,4,1,t
269,298c02,4,2,f
269,3001,71,2,f
269,3004,4,3,f
269,3010,71,2,f
269,3020,72,2,f
269,3020,15,1,f
269,3022,0,2,f
269,3023,36,2,f
269,3023,0,2,f
269,3023,272,2,f
269,3024,36,1,f
269,3024,36,1,t
269,3024,34,1,f
269,3024,34,1,t
269,3032,2,1,f
269,30332,0,1,f
269,3035,72,1,f
269,3037,14,2,f
269,30374,14,4,f
269,3039,272,2,f
269,3039pr0013,15,1,f
269,3040b,288,3,f
269,30553,0,1,f
269,30592,72,1,f
269,30602,72,1,f
269,3068b,72,1,f
269,3068b,14,3,f
269,3069b,33,3,f
269,3069bpr0100,2,2,f
269,32059,28,1,f
269,32124,0,12,f
269,3245b,15,2,f
269,3460,14,4,f
269,3626cpr0914,14,1,f
269,3626cpr1628,14,1,f
269,3626cpr1663,14,1,f
269,3666,15,3,f
269,3666,28,2,f
269,3666,272,4,f
269,3673,71,1,f
269,3673,71,1,t
269,3710,272,3,f
269,3710,4,1,f
269,3749,19,2,f
269,3795,15,1,f
269,3795,28,1,f
269,3829c01,71,1,f
269,3839b,71,1,f
269,3941,70,2,f
269,4032a,71,2,f
269,4079,70,1,f
269,41770,15,1,f
269,42022,4,2,f
269,42023,4,2,f
269,4274,1,1,f
269,4274,1,1,t
269,43093,1,2,f
269,43712,14,4,f
269,43713,14,4,f
269,43719,14,4,f
269,44126,72,2,f
269,47406,72,1,f
269,47457,72,1,f
269,50943,72,1,f
269,51739,72,2,f
269,51739,28,1,f
269,52501,72,2,f
269,54200,72,1,t
269,54200,72,2,f
269,60219,72,2,f
269,60601,41,4,f
269,60897,15,8,f
269,61072,0,2,f
269,61345,15,2,f
269,61409,72,4,f
269,61482,71,1,f
269,61482,71,1,t
269,6154,15,2,f
269,62360,47,1,f
269,6239,15,1,f
269,62462,0,1,f
269,62743,0,6,f
269,63864,72,2,f
269,64566,0,1,f
269,72454,14,2,f
269,87079,272,4,f
269,87615,272,1,f
269,87616,72,1,f
269,87991,484,1,f
269,91988,72,1,f
269,92582,15,1,f
269,92585,4,1,f
269,92590,28,1,f
269,93606,72,2,f
269,970c00,379,1,f
269,970c00,272,1,f
269,970c00pr0293,272,1,f
269,973pr1947bc01,272,1,f
269,973pr2931c01,19,1,f
269,973pr2942c01,15,1,f
269,98138,36,1,t
269,98138,34,1,f
269,98138,36,1,f
269,98138,34,1,t
269,98279,28,1,f
269,98284,70,1,f
269,99207,71,4,f
269,99780,72,2,f
272,15319,71,1,f
272,16597,14,1,f
272,17492,14,1,f
272,20302,25,2,f
272,2302,10,4,f
272,3437,10,2,f
272,3437,4,2,f
272,41969,0,1,f
272,44524,10,1,f
272,47510pr0005,73,1,f
272,47511pr0004,71,1,f
272,6510,5,1,f
272,76371,25,4,f
272,76371,73,1,f
272,93535,14,1,f
272,98233,4,1,f
272,98465,1,1,f
274,3651,7,5,f
274,3673,7,10,f
274,3713,7,5,f
274,9244,7,1,f
276,3626bpr0689,14,1,f
276,3878,0,1,f
276,88646,0,1,f
276,88704,15,1,f
276,970x001,0,1,f
276,973pr1651c01,4,1,f
279,3022,15,1,f
279,3023,71,3,f
279,3024,71,3,f
279,3031,0,1,f
279,3032,71,4,f
279,3035,0,4,f
279,3062b,71,112,f
279,3068b,71,22,f
279,3069b,0,6,f
279,3069b,71,1,f
279,32123b,71,1,f
279,32123b,71,1,t
279,32125,71,2,f
279,3623,71,3,f
279,3710,71,3,f
279,3794b,71,5,f
279,3957a,71,13,f
279,4162,0,3,f
279,4162pr0005,0,1,f
279,6141,71,18,f
279,6141,71,1,t
279,63965,71,2,f
280,120630,89,1,f
280,2711,7,2,f
280,2780,0,8,f
280,2854,7,1,f
280,3022,14,2,f
280,3023,14,2,f
280,3023,7,2,f
280,3127,7,1,f
280,3648a,7,1,f
280,3673,7,4,f
280,3700,4,2,f
280,3701,4,1,f
280,3702,4,3,f
280,3703,4,4,f
280,3704,0,1,f
280,3705,0,4,f
280,3706,0,3,f
280,3708,0,1,f
280,3709,14,1,f
280,3710,14,2,f
280,3713,7,9,f
280,3738,14,2,f
280,3832,4,1,f
280,3941,4,4,f
280,4185,7,3,f
280,4864a,14,4,f
280,4864a,0,4,f
280,56823c75,0,1,f
280,9614bc,9999,1,f
280,rb00169,0,2,f
282,30176,2,1,f
282,3021,70,2,f
282,3022,70,2,f
282,3023,70,1,f
282,3035,2,1,f
282,3062b,70,1,f
282,3068b,70,1,f
282,3068bpr0003,15,1,f
282,33291,4,1,f
282,3626cpr0645,14,1,f
282,3626cpr0647,14,1,f
282,3937,0,1,f
282,59900,70,5,f
282,6134,0,1,f
282,6266,0,1,f
282,87580,70,1,f
282,90370pr0001,0,1,f
282,92814,0,1,f
282,970c00,71,1,f
282,97302,0,1,f
282,973c18,0,1,f
284,122c01,0,2,f
284,3003,15,4,f
284,3003,14,2,f
284,3003,47,1,f
284,3004,15,40,f
284,3004,0,7,f
284,3004,14,6,f
284,3004p13,15,1,f
284,3004p18,15,2,f
284,3005,15,35,f
284,3005,14,6,f
284,3005,0,4,f
284,3007,0,1,f
284,3007,15,1,f
284,3008,0,2,f
284,3008,15,13,f
284,3009,0,2,f
284,3009,15,14,f
284,3009p18,15,1,f
284,3010,15,1,f
284,3020,47,1,f
284,3020,0,2,f
284,3020,14,2,f
284,3021,15,1,f
284,3021,0,2,f
284,3022,15,2,f
284,3022,0,1,f
284,3023,14,3,f
284,3023,0,13,f
284,3024,36,3,f
284,3024,0,6,f
284,3024,15,6,f
284,3027,0,2,f
284,3030,0,1,f
284,3031,15,1,f
284,3032,0,1,f
284,3033,0,3,f
284,3036,0,2,f
284,3039,0,2,f
284,3040b,15,4,f
284,3040b,0,4,f
284,3040p02,4,2,f
284,3062a,33,9,f
284,3062a,15,7,f
284,3062a,0,5,f
284,3062a,36,1,f
284,3068b,14,3,f
284,3069b,4,2,f
284,3069b,14,2,f
284,3144,7,1,f
284,3185,14,3,f
284,3460,15,2,f
284,3460,14,3,f
284,3460,7,6,f
284,3461,7,1,f
284,3462,0,1,f
284,3464,4,2,f
284,3471,2,1,f
284,3480,7,1,f
284,3481,15,1,f
284,3581,15,4,f
284,3622,15,6,f
284,3623,15,1,f
284,3623,0,1,f
284,3624,15,1,f
284,3626apr0001,14,4,f
284,3633,14,6,f
284,3641,0,6,f
284,3644,47,4,f
284,3660,15,5,f
284,3660,0,3,f
284,3665,15,4,f
284,3666,7,2,f
284,3710,15,7,f
284,3710,0,6,f
284,3788,15,2,f
284,3794a,14,2,f
284,3794a,15,1,f
284,3795,0,1,f
284,3795,15,1,f
284,3795,14,1,f
284,3821p02,15,2,f
284,3822p02,15,2,f
284,3823,47,2,f
284,3829c01,15,1,f
284,3832,0,1,f
284,3842a,15,4,f
284,3853,14,3,f
284,3854,0,6,f
284,3856,2,6,f
284,3861b,14,3,f
284,3901,6,1,f
284,3957a,7,1,f
284,3962a,0,2,f
284,3963,7,1,f
284,4212a,15,1,f
284,606p02,7,1,f
284,69c01,15,1,f
284,8,15,2,f
284,970c00,0,3,f
284,970c00,1,1,f
284,973p26c01,1,1,f
284,973pb0079c01,0,2,f
284,973pb0091c01,0,1,f
286,3626cpr1149,78,1,f
286,87556pr0004,0,1,f
286,970c00pr0583,0,1,f
286,973pr2293c01,0,1,f
293,2339,0,1,t
293,2357,484,1,t
293,2419,7,1,t
293,2420,1,1,t
293,2420,73,1,t
293,2420,462,1,t
293,2431,73,1,t
293,2432,70,1,t
293,2445,7,1,t
293,2449,14,1,t
293,2450,1,1,t
293,2454a,15,1,t
293,2454a,7,1,t
293,2460,14,1,t
293,2626,4,1,t
293,2639,7,1,t
293,2921,8,1,t
293,3001,0,2,f
293,3001,2,2,f
293,3001,1,2,f
293,3001,4,2,f
293,3001,29,1,t
293,3001,15,2,f
293,3001,14,2,f
293,3001,3,1,t
293,3002,4,2,f
293,3002,0,2,f
293,3002,2,2,f
293,3002,14,4,f
293,3002,15,4,f
293,3002,1,2,f
293,3003,1,6,f
293,3003,36,8,f
293,3003,14,6,f
293,3003,0,6,f
293,3003,2,6,f
293,3003,4,6,f
293,3003,33,8,f
293,3003,7,1,t
293,3003,15,8,f
293,3004,14,8,f
293,3004,288,1,t
293,3004,2,8,f
293,3004,0,10,f
293,3004,15,10,f
293,3004,4,6,f
293,3004,1,6,f
293,3005,15,8,f
293,3005,4,8,f
293,3005,1,8,f
293,3005,0,8,f
293,30055,15,1,t
293,3005pe1,14,2,f
293,3008,484,1,t
293,30099,7,1,t
293,3010,14,2,f
293,3010,2,2,f
293,3010,15,2,f
293,30136,7,1,t
293,30137,6,1,t
293,3020,15,2,f
293,3020,1,1,t
293,3020,0,2,f
293,3020,27,1,ccc
